customer_id,income_tier,car_model,battery_capacity_kwh
C0594,High,Tesla Model Y,75.0
C0595,Mid-Range,Kia EV6,77.4
C0596,Low-Mid,Dacia Spring,26.8
C0597,Low-Mid,Dacia Spring,26.8
C0598,Mid-Range,Kia EV6,77.4
C0599,Mid-Range,BYD Atto 3,60.5
C0600,Low-Mid,Renault Zoe,52.0
C0601,Mid-Range,Hyundai Kona Electric,64.0
C0602,Low-Mid,Renault Zoe,52.0
C0603,Mid-Range,Hyundai Ioniq 5,77.4
C0604,Mid-Range,BYD Atto 3,60.5
C0605,Low-Mid,Renault Zoe,52.0
C0606,High,Ford Mustang Mach-E,91.0
C0607,Low-Mid,Renault Zoe,52.0
C0608,Low-Mid,Renault Zoe,52.0
C0609,High,Audi e-tron,95.0
C0610,Mid-Range,Skoda Enyaq iV,77.0
C0611,Mid-Range,Hyundai Kona Electric,64.0
C0612,Low-Mid,Fiat 500e,42.0
C0613,Low-Mid,Renault Zoe,52.0
C0614,Low-Mid,Opel Corsa-e,50.0
C0615,Low-Mid,Opel Corsa-e,50.0
C0616,Low-Mid,Citroën ë-C4,50.0
C0617,Low-Mid,Renault Zoe,52.0
C0618,High,Tesla Model Y,75.0
C0619,Low-Mid,Citroën ë-C4,50.0
C0620,Low-Mid,Renault Zoe,52.0
C0621,Low-Mid,Renault Zoe,52.0
C0622,Low-Mid,Dacia Spring,26.8
C0623,Mid-Range,BYD Atto 3,60.5
C0624,Mid-Range,Skoda Enyaq iV,77.0
C0625,Mid-Range,Nissan Leaf,62.0
C0626,Low-Mid,Dacia Spring,26.8
C0627,Low-Mid,Dacia Spring,26.8
C0628,Low-Mid,Citroën ë-C4,50.0
C0629,Mid-Range,BYD Atto 3,60.5
C0630,Low-Mid,Dacia Spring,26.8
C0631,Low-Mid,Renault Zoe,52.0
C0632,High,BMW i4,83.9
C0633,Mid-Range,Kia EV6,77.4
C0634,Low-Mid,Renault Zoe,52.0
C0635,Low-Mid,Citroën ë-C4,50.0
C0636,Low-Mid,Fiat 500e,42.0
C0637,Mid-Range,Hyundai Kona Electric,64.0
C0638,Low-Mid,Dacia Spring,26.8
C0639,Mid-Range,Hyundai Kona Electric,64.0
C0640,High,Porsche Taycan,93.4
C0641,Mid-Range,Hyundai Kona Electric,64.0
C0642,Low-Mid,Opel Corsa-e,50.0
C0643,Low-Mid,Renault Zoe,52.0
C0644,Mid-Range,BYD Atto 3,60.5
C0645,Low-Mid,Opel Corsa-e,50.0
C0646,Mid-Range,Hyundai Ioniq 5,77.4
C0647,Mid-Range,Hyundai Ioniq 5,77.4
C0648,Mid-Range,Volkswagen ID.4,77.0
C0649,Low-Mid,Citroën ë-C4,50.0
C0650,Mid-Range,BYD Atto 3,60.5
C0651,Low-Mid,Peugeot e-208,50.0
C0652,Mid-Range,Kia EV6,77.4
C0653,Low-Mid,Citroën ë-C4,50.0
C0654,Mid-Range,MG ZS EV,69.9
C0655,Low-Mid,Citroën ë-C4,50.0
C0656,Mid-Range,Skoda Enyaq iV,77.0
C0657,Low-Mid,Opel Corsa-e,50.0
C0658,Low-Mid,Citroën ë-C4,50.0
C0659,Low-Mid,Renault Zoe,52.0
C0660,Mid-Range,Nissan Leaf,62.0
C0661,Mid-Range,Nissan Leaf,62.0
C0662,Mid-Range,BYD Atto 3,60.5
C0663,High,Tesla Model Y,75.0
C0664,Low-Mid,Renault Zoe,52.0
C0665,Low-Mid,Citroën ë-C4,50.0
C0666,Mid-Range,Nissan Leaf,62.0
C0667,Mid-Range,BYD Atto 3,60.5
C0668,Low-Mid,Dacia Spring,26.8
C0669,Low-Mid,Renault Zoe,52.0
C0670,High,Audi e-tron,95.0
C0671,Mid-Range,Hyundai Kona Electric,64.0
C0672,Low-Mid,Opel Corsa-e,50.0
C0673,Low-Mid,Opel Corsa-e,50.0
C0674,Low-Mid,Dacia Spring,26.8
C0675,Low-Mid,Dacia Spring,26.8
C0676,Low-Mid,Citroën ë-C4,50.0
C0677,Mid-Range,Skoda Enyaq iV,77.0
C0678,Mid-Range,BYD Atto 3,60.5
C0679,Low-Mid,Dacia Spring,26.8
C0680,Low-Mid,Fiat 500e,42.0
C0681,Mid-Range,Nissan Leaf,62.0
C0682,Low-Mid,Dacia Spring,26.8
C0683,Low-Mid,Renault Zoe,52.0
C0684,High,BMW i4,83.9
C0685,Mid-Range,BYD Atto 3,60.5
C0686,Mid-Range,Kia EV6,77.4
C0687,Low-Mid,Peugeot e-208,50.0
C0688,Low-Mid,Fiat 500e,42.0
C0689,Mid-Range,Skoda Enyaq iV,77.0
C0690,Low-Mid,Renault Zoe,52.0
C0691,Low-Mid,Citroën ë-C4,50.0
C0692,Low-Mid,Citroën ë-C4,50.0
C0693,Low-Mid,Dacia Spring,26.8
C0694,Low-Mid,Peugeot e-208,50.0
C0695,High,Tesla Model 3,75.0
C0696,High,BMW i4,83.9
C0697,Mid-Range,Nissan Leaf,62.0
C0698,Low-Mid,Citroën ë-C4,50.0
C0699,Low-Mid,Opel Corsa-e,50.0
C0700,Low-Mid,Opel Corsa-e,50.0
C0701,Mid-Range,Hyundai Kona Electric,64.0
C0702,Mid-Range,Skoda Enyaq iV,77.0
C0703,Low-Mid,Peugeot e-208,50.0
C0704,Low-Mid,Opel Corsa-e,50.0
C0705,Low-Mid,Dacia Spring,26.8
C0706,High,Ford Mustang Mach-E,91.0
C0707,Mid-Range,Nissan Leaf,62.0
C0708,Low-Mid,Peugeot e-208,50.0
C0709,Mid-Range,Skoda Enyaq iV,77.0
C0710,Mid-Range,Volkswagen ID.4,77.0
C0711,Low-Mid,Citroën ë-C4,50.0
C0712,Low-Mid,Fiat 500e,42.0
C0713,Low-Mid,Citroën ë-C4,50.0
C0714,High,BMW i4,83.9
C0715,Low-Mid,Opel Corsa-e,50.0
C0716,Mid-Range,Nissan Leaf,62.0
C0717,Low-Mid,Renault Zoe,52.0
C0718,Mid-Range,BYD Atto 3,60.5
C0719,Low-Mid,Dacia Spring,26.8
C0720,Mid-Range,Kia EV6,77.4
C0721,Low-Mid,Dacia Spring,26.8
C0722,Low-Mid,Citroën ë-C4,50.0
C0723,Mid-Range,Volkswagen ID.4,77.0
C0724,Low-Mid,Fiat 500e,42.0
C0725,Low-Mid,Dacia Spring,26.8
C0726,High,Ford Mustang Mach-E,91.0
C0727,Mid-Range,Nissan Leaf,62.0
C0728,Low-Mid,Opel Corsa-e,50.0
C0729,Mid-Range,BYD Atto 3,60.5
C0730,Mid-Range,Skoda Enyaq iV,77.0
C0731,Low-Mid,Citroën ë-C4,50.0
C0732,Low-Mid,Peugeot e-208,50.0
C0733,High,Tesla Model Y,75.0
C0734,Low-Mid,Dacia Spring,26.8
C0735,Low-Mid,Dacia Spring,26.8
C0736,Mid-Range,Hyundai Ioniq 5,77.4
C0737,Low-Mid,Renault Zoe,52.0
C0738,Mid-Range,Kia EV6,77.4
C0739,Mid-Range,BYD Atto 3,60.5
C0740,Mid-Range,Skoda Enyaq iV,77.0
C0741,Low-Mid,Renault Zoe,52.0
C0742,High,Tesla Model Y,75.0
C0743,Low-Mid,Renault Zoe,52.0
C0744,Low-Mid,Peugeot e-208,50.0
C0745,Mid-Range,MG ZS EV,69.9
C0746,Low-Mid,Dacia Spring,26.8
C0747,High,Tesla Model Y,75.0
C0748,Mid-Range,Hyundai Ioniq 5,77.4
C0749,Low-Mid,Peugeot e-208,50.0
C0750,Low-Mid,Fiat 500e,42.0
C0751,Low-Mid,Fiat 500e,42.0
C0752,Low-Mid,Opel Corsa-e,50.0
C0753,Mid-Range,Kia EV6,77.4
C0754,Mid-Range,Kia EV6,77.4
C0755,Low-Mid,Citroën ë-C4,50.0
C0756,High,Porsche Taycan,93.4
C0757,High,Porsche Taycan,93.4
C0758,Low-Mid,Renault Zoe,52.0
C0759,Low-Mid,Citroën ë-C4,50.0
C0760,Low-Mid,Renault Zoe,52.0
C0761,Low-Mid,Dacia Spring,26.8
C0762,Low-Mid,Peugeot e-208,50.0
C0763,Low-Mid,Dacia Spring,26.8
C0764,High,Ford Mustang Mach-E,91.0
C0765,High,Tesla Model 3,75.0
C0766,Low-Mid,Fiat 500e,42.0
C0767,Low-Mid,Citroën ë-C4,50.0
C0768,Mid-Range,Hyundai Kona Electric,64.0
C0769,Low-Mid,Dacia Spring,26.8
C0770,Mid-Range,Nissan Leaf,62.0
C0771,High,Ford Mustang Mach-E,91.0
C0772,Mid-Range,BYD Atto 3,60.5
C0773,Low-Mid,Fiat 500e,42.0
C0774,Low-Mid,Citroën ë-C4,50.0
C0775,Mid-Range,Hyundai Ioniq 5,77.4
C0776,Low-Mid,Peugeot e-208,50.0
C0777,High,Tesla Model 3,75.0
C0778,Mid-Range,MG ZS EV,69.9
C0779,Low-Mid,Peugeot e-208,50.0
C0780,Mid-Range,BYD Atto 3,60.5
C0781,Low-Mid,Citroën ë-C4,50.0
C0782,High,Ford Mustang Mach-E,91.0
C0783,Low-Mid,Fiat 500e,42.0
C0784,Low-Mid,Fiat 500e,42.0
C0785,High,Tesla Model 3,75.0
C0786,Mid-Range,Hyundai Ioniq 5,77.4
C0787,Mid-Range,Skoda Enyaq iV,77.0
C0788,Mid-Range,MG ZS EV,69.9
C0789,Low-Mid,Citroën ë-C4,50.0
C0790,Mid-Range,Hyundai Kona Electric,64.0
C0791,Mid-Range,Hyundai Kona Electric,64.0
C0792,Mid-Range,Hyundai Ioniq 5,77.4
C0793,Low-Mid,Renault Zoe,52.0
C0794,Low-Mid,Citroën ë-C4,50.0
C0795,Low-Mid,Citroën ë-C4,50.0
C0796,Low-Mid,Opel Corsa-e,50.0
C0797,Mid-Range,BYD Atto 3,60.5
C0798,Mid-Range,Nissan Leaf,62.0
C0799,Mid-Range,Nissan Leaf,62.0
C0800,High,Tesla Model Y,75.0
C0801,Low-Mid,Dacia Spring,26.8
C0802,Low-Mid,Citroën ë-C4,50.0
C0803,Mid-Range,Nissan Leaf,62.0
C0804,Low-Mid,Fiat 500e,42.0
C0805,Mid-Range,BYD Atto 3,60.5
C0806,High,BMW i4,83.9
C0807,Mid-Range,MG ZS EV,69.9
C0808,Low-Mid,Renault Zoe,52.0
C0809,High,Audi e-tron,95.0
C0810,Mid-Range,Hyundai Ioniq 5,77.4
C0811,Mid-Range,Nissan Leaf,62.0
C0812,Low-Mid,Citroën ë-C4,50.0
C0813,Mid-Range,Skoda Enyaq iV,77.0
C0814,Low-Mid,Renault Zoe,52.0
C0815,Low-Mid,Renault Zoe,52.0
C0816,Mid-Range,Skoda Enyaq iV,77.0
C0817,Mid-Range,Hyundai Ioniq 5,77.4
C0818,Mid-Range,Volkswagen ID.4,77.0
C0819,Low-Mid,Peugeot e-208,50.0
C0820,Mid-Range,Nissan Leaf,62.0
C0821,High,Tesla Model Y,75.0
C0822,Low-Mid,Dacia Spring,26.8
C0823,Low-Mid,Renault Zoe,52.0
C0824,Mid-Range,Skoda Enyaq iV,77.0
C0825,Low-Mid,Citroën ë-C4,50.0
C0826,Low-Mid,Renault Zoe,52.0
C0827,Low-Mid,Citroën ë-C4,50.0
C0828,Low-Mid,Opel Corsa-e,50.0
C0829,Mid-Range,Hyundai Ioniq 5,77.4
C0830,Low-Mid,Peugeot e-208,50.0
C0831,High,Ford Mustang Mach-E,91.0
C0832,Low-Mid,Dacia Spring,26.8
C0833,High,Tesla Model 3,75.0
C0834,Mid-Range,BYD Atto 3,60.5
C0835,High,Audi e-tron,95.0
C0836,Low-Mid,Dacia Spring,26.8
C0837,Mid-Range,Hyundai Ioniq 5,77.4
C0838,Mid-Range,Kia EV6,77.4
C0839,Low-Mid,Dacia Spring,26.8
C0840,Mid-Range,Hyundai Kona Electric,64.0
C0841,High,Tesla Model 3,75.0
C0842,Low-Mid,Citroën ë-C4,50.0
C0843,Mid-Range,Nissan Leaf,62.0
C0844,Mid-Range,Kia EV6,77.4
C0845,Mid-Range,Volkswagen ID.4,77.0
C0846,Low-Mid,Renault Zoe,52.0
C0847,Mid-Range,Hyundai Ioniq 5,77.4
C0848,High,Tesla Model Y,75.0
C0849,Mid-Range,Hyundai Kona Electric,64.0
C0850,High,BMW i4,83.9
C0851,Low-Mid,Dacia Spring,26.8
C0852,Low-Mid,Fiat 500e,42.0
C0853,High,Porsche Taycan,93.4
C0854,Low-Mid,Peugeot e-208,50.0
C0855,Mid-Range,Kia EV6,77.4
C0856,Low-Mid,Renault Zoe,52.0
C0857,Mid-Range,Hyundai Kona Electric,64.0
C0858,Mid-Range,Kia EV6,77.4
C0859,Low-Mid,Peugeot e-208,50.0
C0860,Low-Mid,Citroën ë-C4,50.0
C0861,Low-Mid,Opel Corsa-e,50.0
C0862,Mid-Range,BYD Atto 3,60.5
C0863,Low-Mid,Renault Zoe,52.0
C0864,Low-Mid,Peugeot e-208,50.0
C0865,Low-Mid,Opel Corsa-e,50.0
C0866,Low-Mid,Opel Corsa-e,50.0
C0867,Low-Mid,Opel Corsa-e,50.0
C0868,Low-Mid,Peugeot e-208,50.0
C0869,Mid-Range,Kia EV6,77.4
C0870,Low-Mid,Renault Zoe,52.0
C0871,Low-Mid,Fiat 500e,42.0
C0872,Low-Mid,Peugeot e-208,50.0
C0873,High,Audi e-tron,95.0
C0874,Mid-Range,MG ZS EV,69.9
C0875,High,Tesla Model Y,75.0
C0876,Low-Mid,Citroën ë-C4,50.0
C0877,Low-Mid,Fiat 500e,42.0
C0878,High,Audi e-tron,95.0
C0879,High,BMW i4,83.9
C0880,Mid-Range,MG ZS EV,69.9
C0881,Mid-Range,BYD Atto 3,60.5
C0882,Mid-Range,BYD Atto 3,60.5
C0883,Low-Mid,Peugeot e-208,50.0
C0884,Mid-Range,Hyundai Kona Electric,64.0
C0885,Mid-Range,Hyundai Kona Electric,64.0
C0886,Low-Mid,Peugeot e-208,50.0
C0887,Low-Mid,Fiat 500e,42.0
C0888,Mid-Range,Hyundai Kona Electric,64.0
C0889,Low-Mid,Dacia Spring,26.8
C0890,Low-Mid,Fiat 500e,42.0
C0891,Low-Mid,Renault Zoe,52.0
C0892,Mid-Range,Skoda Enyaq iV,77.0
C0893,Mid-Range,Nissan Leaf,62.0
C0894,Mid-Range,Volkswagen ID.4,77.0
C0895,Mid-Range,BYD Atto 3,60.5
C0896,Low-Mid,Opel Corsa-e,50.0
C0897,Low-Mid,Opel Corsa-e,50.0
C0898,High,Tesla Model 3,75.0
C0899,Low-Mid,Dacia Spring,26.8
C0900,High,Audi e-tron,95.0
C0901,High,Audi e-tron,95.0
C0902,Low-Mid,Fiat 500e,42.0
C0903,Low-Mid,Renault Zoe,52.0
C0904,Low-Mid,Fiat 500e,42.0
C0905,Low-Mid,Opel Corsa-e,50.0
C0906,Mid-Range,Hyundai Kona Electric,64.0
C0907,Mid-Range,Skoda Enyaq iV,77.0
C0908,Low-Mid,Citroën ë-C4,50.0
C0909,Low-Mid,Peugeot e-208,50.0
C0910,Low-Mid,Dacia Spring,26.8
C0911,Low-Mid,Citroën ë-C4,50.0
C0912,Mid-Range,Hyundai Ioniq 5,77.4
C0913,Low-Mid,Renault Zoe,52.0
C0914,Mid-Range,Skoda Enyaq iV,77.0
C0915,Mid-Range,MG ZS EV,69.9
C0916,Mid-Range,Nissan Leaf,62.0
C0917,Mid-Range,BYD Atto 3,60.5
C0918,High,Tesla Model Y,75.0
C0919,High,Tesla Model 3,75.0
C0920,Low-Mid,Dacia Spring,26.8
C0921,Low-Mid,Opel Corsa-e,50.0
C0922,Low-Mid,Peugeot e-208,50.0
C0923,Low-Mid,Peugeot e-208,50.0
C0924,Low-Mid,Citroën ë-C4,50.0
C0925,Low-Mid,Opel Corsa-e,50.0
C0926,High,BMW i4,83.9
C0927,Low-Mid,Renault Zoe,52.0
C0928,Low-Mid,Citroën ë-C4,50.0
C0929,High,BMW i4,83.9
C0930,Mid-Range,Hyundai Kona Electric,64.0
C0931,Mid-Range,Kia EV6,77.4
C0932,Mid-Range,BYD Atto 3,60.5
C0933,Low-Mid,Dacia Spring,26.8
C0934,High,Porsche Taycan,93.4
C0935,Low-Mid,Renault Zoe,52.0
C0936,Low-Mid,Citroën ë-C4,50.0
C0937,High,Ford Mustang Mach-E,91.0
C0938,Mid-Range,Skoda Enyaq iV,77.0
C0939,Mid-Range,Volkswagen ID.4,77.0
C0940,Low-Mid,Dacia Spring,26.8
C0941,Mid-Range,Kia EV6,77.4
C0942,Low-Mid,Opel Corsa-e,50.0
C0943,High,BMW i4,83.9
C0944,Mid-Range,MG ZS EV,69.9
C0945,Low-Mid,Renault Zoe,52.0
C0946,Mid-Range,Skoda Enyaq iV,77.0
C0947,Mid-Range,BYD Atto 3,60.5
C0948,Low-Mid,Opel Corsa-e,50.0
C0949,Low-Mid,Dacia Spring,26.8
C0950,Mid-Range,Volkswagen ID.4,77.0
C0951,Low-Mid,Renault Zoe,52.0
C0952,Low-Mid,Citroën ë-C4,50.0
C0953,Low-Mid,Peugeot e-208,50.0
C0954,Mid-Range,BYD Atto 3,60.5
C0955,Low-Mid,Citroën ë-C4,50.0
C0956,Low-Mid,Opel Corsa-e,50.0
C0957,Low-Mid,Opel Corsa-e,50.0
C0958,Low-Mid,Fiat 500e,42.0
C0959,Mid-Range,Hyundai Ioniq 5,77.4
C0960,High,Porsche Taycan,93.4
C0961,Low-Mid,Renault Zoe,52.0
C0962,Low-Mid,Peugeot e-208,50.0
C0963,Low-Mid,Peugeot e-208,50.0
C0964,Mid-Range,MG ZS EV,69.9
C0965,Low-Mid,Peugeot e-208,50.0
C0966,Low-Mid,Renault Zoe,52.0
C0967,Mid-Range,MG ZS EV,69.9
C0968,High,Tesla Model Y,75.0
C0969,High,Ford Mustang Mach-E,91.0
C0970,Mid-Range,BYD Atto 3,60.5
C0971,Low-Mid,Fiat 500e,42.0
C0972,Low-Mid,Renault Zoe,52.0
C0973,Low-Mid,Fiat 500e,42.0
C0974,Mid-Range,Skoda Enyaq iV,77.0
C0975,Low-Mid,Renault Zoe,52.0
C0976,Mid-Range,Nissan Leaf,62.0
C0977,Mid-Range,MG ZS EV,69.9
C0978,Low-Mid,Peugeot e-208,50.0
C0979,Low-Mid,Peugeot e-208,50.0
C0980,Mid-Range,Kia EV6,77.4
C0981,Mid-Range,Hyundai Ioniq 5,77.4
C0982,Mid-Range,Nissan Leaf,62.0
C0983,High,Audi e-tron,95.0
C0984,Mid-Range,Nissan Leaf,62.0
C0985,Low-Mid,Citroën ë-C4,50.0
C0986,High,Ford Mustang Mach-E,91.0
C0987,High,Tesla Model 3,75.0
C0988,Mid-Range,Volkswagen ID.4,77.0
C0989,Low-Mid,Renault Zoe,52.0
C0990,Low-Mid,Opel Corsa-e,50.0
C0991,Mid-Range,MG ZS EV,69.9
C0992,Mid-Range,Hyundai Ioniq 5,77.4
C0993,High,Tesla Model Y,75.0
C0994,Low-Mid,Opel Corsa-e,50.0
C0995,Mid-Range,Hyundai Ioniq 5,77.4
C0996,Low-Mid,Citroën ë-C4,50.0
C0997,Mid-Range,Hyundai Kona Electric,64.0
C0998,Mid-Range,Hyundai Ioniq 5,77.4
C0999,Low-Mid,Renault Zoe,52.0
C1000,High,BMW i4,83.9
C1001,Mid-Range,Volkswagen ID.4,77.0
C1002,Low-Mid,Renault Zoe,52.0
C1003,High,Tesla Model 3,75.0
C1004,Mid-Range,Hyundai Kona Electric,64.0
C1005,Low-Mid,Peugeot e-208,50.0
C1006,Low-Mid,Renault Zoe,52.0
C1007,Low-Mid,Fiat 500e,42.0
C1008,Mid-Range,Skoda Enyaq iV,77.0
C1009,Low-Mid,Dacia Spring,26.8
C1010,Low-Mid,Peugeot e-208,50.0
C1011,Low-Mid,Peugeot e-208,50.0
C1012,Low-Mid,Fiat 500e,42.0
C1013,Mid-Range,Skoda Enyaq iV,77.0
C1014,Mid-Range,Skoda Enyaq iV,77.0
C1015,Low-Mid,Citroën ë-C4,50.0
C1016,Mid-Range,Skoda Enyaq iV,77.0
C1017,Low-Mid,Dacia Spring,26.8
C1018,Low-Mid,Dacia Spring,26.8
C1019,Mid-Range,Skoda Enyaq iV,77.0
C1020,Low-Mid,Opel Corsa-e,50.0
C1021,Low-Mid,Citroën ë-C4,50.0
C1022,Low-Mid,Fiat 500e,42.0
C1023,Mid-Range,Skoda Enyaq iV,77.0
C1024,Mid-Range,Skoda Enyaq iV,77.0
C1025,Low-Mid,Dacia Spring,26.8
C1026,Mid-Range,MG ZS EV,69.9
C1027,Mid-Range,Volkswagen ID.4,77.0
C1028,Mid-Range,Hyundai Ioniq 5,77.4
C1029,Low-Mid,Citroën ë-C4,50.0
C1030,Low-Mid,Fiat 500e,42.0
C1031,Mid-Range,MG ZS EV,69.9
C1032,Mid-Range,Volkswagen ID.4,77.0
C1033,Mid-Range,Nissan Leaf,62.0
C1034,Low-Mid,Dacia Spring,26.8
C1035,Low-Mid,Peugeot e-208,50.0
C1036,Low-Mid,Renault Zoe,52.0
C1037,Mid-Range,Nissan Leaf,62.0
C1038,Low-Mid,Renault Zoe,52.0
C1039,Mid-Range,Kia EV6,77.4
C1040,High,Ford Mustang Mach-E,91.0
C1041,Mid-Range,Kia EV6,77.4
C1042,Mid-Range,Nissan Leaf,62.0
C1043,High,BMW i4,83.9
C1044,Mid-Range,BYD Atto 3,60.5
C1045,Low-Mid,Renault Zoe,52.0
C1046,Mid-Range,Hyundai Ioniq 5,77.4
C1047,Low-Mid,Peugeot e-208,50.0
C1048,Low-Mid,Opel Corsa-e,50.0
C1049,Low-Mid,Opel Corsa-e,50.0
C1050,Low-Mid,Peugeot e-208,50.0
C1051,High,Tesla Model Y,75.0
C1052,High,Audi e-tron,95.0
C1053,High,Audi e-tron,95.0
C1054,Mid-Range,Kia EV6,77.4
C1055,Mid-Range,Volkswagen ID.4,77.0
C1056,Low-Mid,Renault Zoe,52.0
C1057,Mid-Range,Skoda Enyaq iV,77.0
C1058,Mid-Range,MG ZS EV,69.9
C1059,Mid-Range,Nissan Leaf,62.0
C1060,Mid-Range,MG ZS EV,69.9
C1061,Mid-Range,MG ZS EV,69.9
C1062,Low-Mid,Peugeot e-208,50.0
C1063,High,Tesla Model Y,75.0
C1064,Low-Mid,Fiat 500e,42.0
C1065,Low-Mid,Citroën ë-C4,50.0
C1066,Mid-Range,Kia EV6,77.4
C1067,Low-Mid,Fiat 500e,42.0
C1068,Low-Mid,Renault Zoe,52.0
C1069,Mid-Range,Nissan Leaf,62.0
C1070,High,Tesla Model 3,75.0
C1071,Mid-Range,Kia EV6,77.4
C1072,Low-Mid,Citroën ë-C4,50.0
C1073,Mid-Range,MG ZS EV,69.9
C1074,Low-Mid,Opel Corsa-e,50.0
C1075,High,Tesla Model Y,75.0
C1076,Low-Mid,Opel Corsa-e,50.0
C1077,Low-Mid,Peugeot e-208,50.0
C1078,Low-Mid,Citroën ë-C4,50.0
C1079,Mid-Range,Nissan Leaf,62.0
C1080,Low-Mid,Dacia Spring,26.8
C1081,Low-Mid,Fiat 500e,42.0
C1082,Low-Mid,Dacia Spring,26.8
C1083,Mid-Range,Skoda Enyaq iV,77.0
C1084,Low-Mid,Peugeot e-208,50.0
C1085,Low-Mid,Renault Zoe,52.0
C1086,Mid-Range,Skoda Enyaq iV,77.0
C1087,Low-Mid,Citroën ë-C4,50.0
C1088,Low-Mid,Peugeot e-208,50.0
C1089,High,Porsche Taycan,93.4
C1090,Mid-Range,Skoda Enyaq iV,77.0
C1091,Low-Mid,Citroën ë-C4,50.0
C1092,Low-Mid,Fiat 500e,42.0
C1093,Mid-Range,BYD Atto 3,60.5
C1094,Low-Mid,Citroën ë-C4,50.0
C1095,Low-Mid,Peugeot e-208,50.0
C1096,Mid-Range,Volkswagen ID.4,77.0
C1097,Mid-Range,MG ZS EV,69.9
C1098,Mid-Range,MG ZS EV,69.9
C1099,Mid-Range,Hyundai Kona Electric,64.0
C1100,High,BMW i4,83.9
C1101,Low-Mid,Renault Zoe,52.0
C1102,Low-Mid,Citroën ë-C4,50.0
C1103,High,Audi e-tron,95.0
C1104,Low-Mid,Opel Corsa-e,50.0
C1105,Low-Mid,Peugeot e-208,50.0
C1106,High,Ford Mustang Mach-E,91.0
C1107,Low-Mid,Peugeot e-208,50.0
C1108,Mid-Range,Volkswagen ID.4,77.0
C1109,Low-Mid,Peugeot e-208,50.0
C1110,High,Porsche Taycan,93.4
C1111,Mid-Range,Hyundai Kona Electric,64.0
C1112,Low-Mid,Renault Zoe,52.0
C1113,Low-Mid,Peugeot e-208,50.0
C1114,Mid-Range,Kia EV6,77.4
C1115,Low-Mid,Fiat 500e,42.0
C1116,Mid-Range,Hyundai Ioniq 5,77.4
C1117,Mid-Range,Skoda Enyaq iV,77.0
C1118,Low-Mid,Renault Zoe,52.0
C1119,Low-Mid,Dacia Spring,26.8
C1120,Mid-Range,Kia EV6,77.4
C1121,Mid-Range,Hyundai Ioniq 5,77.4
C1122,Low-Mid,Fiat 500e,42.0
C1123,Low-Mid,Renault Zoe,52.0
C1124,Low-Mid,Opel Corsa-e,50.0
C1125,High,Tesla Model Y,75.0
C1126,Low-Mid,Fiat 500e,42.0
C1127,High,Tesla Model 3,75.0
C1128,Low-Mid,Dacia Spring,26.8
C1129,Mid-Range,Skoda Enyaq iV,77.0
C1130,High,Tesla Model 3,75.0
C1131,Low-Mid,Citroën ë-C4,50.0
C1132,High,BMW i4,83.9
C1133,High,Tesla Model Y,75.0
C1134,High,BMW i4,83.9
C1135,High,Tesla Model Y,75.0
C1136,Low-Mid,Fiat 500e,42.0
C1137,High,BMW i4,83.9
C1138,High,Audi e-tron,95.0
C1139,Mid-Range,Kia EV6,77.4
C1140,Low-Mid,Fiat 500e,42.0
C1141,High,Porsche Taycan,93.4
C1142,Mid-Range,Skoda Enyaq iV,77.0
C1143,Low-Mid,Peugeot e-208,50.0
C1144,Low-Mid,Opel Corsa-e,50.0
C1145,Low-Mid,Fiat 500e,42.0
C1146,Mid-Range,Nissan Leaf,62.0
C1147,Mid-Range,BYD Atto 3,60.5
C1148,Mid-Range,Kia EV6,77.4
C1149,Low-Mid,Dacia Spring,26.8
C1150,Mid-Range,Hyundai Ioniq 5,77.4
C1151,Low-Mid,Peugeot e-208,50.0
C1152,Low-Mid,Peugeot e-208,50.0
C1153,Low-Mid,Fiat 500e,42.0
C1154,Mid-Range,Volkswagen ID.4,77.0
C1155,Low-Mid,Renault Zoe,52.0
C1156,Low-Mid,Opel Corsa-e,50.0
C1157,High,Tesla Model Y,75.0
C1158,Mid-Range,BYD Atto 3,60.5
C1159,Low-Mid,Citroën ë-C4,50.0
C1160,Low-Mid,Opel Corsa-e,50.0
C1161,Mid-Range,Skoda Enyaq iV,77.0
C1162,Low-Mid,Dacia Spring,26.8
C1163,Low-Mid,Fiat 500e,42.0
C1164,Low-Mid,Opel Corsa-e,50.0
C1165,Low-Mid,Opel Corsa-e,50.0
C1166,Mid-Range,Skoda Enyaq iV,77.0
C1167,High,Tesla Model Y,75.0
C1168,Mid-Range,Hyundai Ioniq 5,77.4
C1169,Mid-Range,Skoda Enyaq iV,77.0
C1170,Mid-Range,Kia EV6,77.4
C1171,Mid-Range,Kia EV6,77.4
C1172,Low-Mid,Opel Corsa-e,50.0
C1173,Mid-Range,Volkswagen ID.4,77.0
C1174,Low-Mid,Fiat 500e,42.0
C1175,Low-Mid,Citroën ë-C4,50.0
C1176,Low-Mid,Opel Corsa-e,50.0
C1177,Mid-Range,Kia EV6,77.4
C1178,Mid-Range,Hyundai Ioniq 5,77.4
C1179,Mid-Range,Hyundai Ioniq 5,77.4
C1180,Mid-Range,Kia EV6,77.4
C1181,Mid-Range,MG ZS EV,69.9
C1182,Mid-Range,Skoda Enyaq iV,77.0
C1183,Mid-Range,Nissan Leaf,62.0
C1184,Low-Mid,Peugeot e-208,50.0
C1185,Low-Mid,Opel Corsa-e,50.0
